,name,property_type,room_type,bed_type,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,host_id,host_name,host_neighbourhood,country,review_scores_rating
2312,Location appartement entier ou chambre,Apartment,Entire home/apt,Real Bed,2.0,3.0,8,1.0,42.0,10.0,22930773,Charlotte,Le Plateau,Canada,94.0
2313,zan house,Apartment,Shared room,Real Bed,1.0,1.0,1,1.0,47.0,94.07480119284294,67007269,Kansu Can,Campsie,Turkey,100.0
2314,Private Room in great spacious Mid Level's Apt,Apartment,Private room,Real Bed,1.0,1.0,3,1.0,322.0,94.07480119284294,65741025,Cathal,Soho,Hong Kong,100.0
2315,方便舒適,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,243.0,94.07480119284294,51191008,Hm,Praça da Bandeira,Hong Kong,93.09924038225925
2316,"YX5,5人四床房+旺角购物街+亚皆老街先达广场楼上+朗豪坊+女人街+电子街",Apartment,Private room,Real Bed,1.0,4.0,1,1.0,612.0,0.0,122131447,Debe,Ho Man Tin,Hong Kong,40.0
2317,North Curl Curl Home with a View,House,Private room,Real Bed,1.0,2.0,24,1.0,95.0,15.0,49775015,Juliette,Wong Tai Sin,Australia,97.0
2318,Soho Sanctuary with Rooftop Terrace,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,1248.0,300.0,18025007,Katherine,Soho,Hong Kong,100.0
2319,WW - Central Causeway Bay~,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,526.0,234.0,142052175,Siying,Villeray,Hong Kong,93.09924038225925
2320,Beautiful and bright flat in Born Barcelona,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,67.0,45.0,158851584,Maria,El Born,Spain,100.0
2321,Smart 1BR in The Village by Sonder,Apartment,Entire home/apt,Real Bed,1.0,2.0,16,1.0,74.0,91.0,12243051,Sonder,Gay Village,Canada,83.0
2322,White Apartment,Apartment,Entire home/apt,Real Bed,1.0,2.0,1,1.0,40.0,10.0,160501412,Joao,Soundview,Portugal,80.0
2323,LUXICO - Vaucluse Manor,House,Entire home/apt,Real Bed,5.0,6.0,0,5.0,1321.0,693.0,11914644,Luxico Holiday Homes,Abbotsford,Australia,93.09924038225925
2324,Light & cosy apartment in Sheung Wan,Apartment,Entire home/apt,Real Bed,1.0,1.0,6,1.0,754.0,210.0,41512501,Hugh,Sheung Wan,Hong Kong,100.0
2325,Cozy studio with balcony in kennedy town,Apartment,Entire home/apt,Real Bed,0.0,1.0,5,1.0,597.0,200.0,10663891,Jiyeon,Kennedy Town,Hong Kong,100.0
2326,"Private Room w/ Lock - Close to Airport,City,Train",Apartment,Private room,Real Bed,1.0,1.0,35,1.5,60.0,10.0,20349400,Tim,Wolli Creek,Australia,99.0
2327,Ninho das Cegonhas,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,45.0,45.0,160554696,Inês,Rego Park,Portugal,93.09924038225925
2328,Barcelona centro - Barrio Gótico,Apartment,Private room,Real Bed,1.0,1.0,10,1.0,50.0,8.0,63504250,Juliana,El Gòtic,Spain,87.0
2329,Big Bright Room in a Historic Surry Hills Pub,Hostel,Private room,Real Bed,1.0,1.0,1,2.0,40.0,94.07480119284294,2279116,Andy,Surry Hills,Australia,100.0
2330,"MANHATTAN, HELL'S KITCHEN, CLEAN, COMFY, 6 GUESTS",Apartment,Entire home/apt,Real Bed,2.0,2.0,15,1.0,177.0,90.0,31227654,Rob,Hell's Kitchen,United States,87.0
2331,Camp Cove Tropical Retreat at Watsons Bay,Guest suite,Entire home/apt,Real Bed,1.0,1.0,47,1.0,230.0,80.0,54147083,Neil,Vaucluse/Watsons Bay,Australia,100.0
2332,Beautiful Bondi Beachside Home,House,Entire home/apt,Real Bed,3.0,4.0,16,1.0,179.0,250.0,1879921,Treen,Bondi Beach,Australia,99.0
2333,CAMP NOU MUNNE 2-2 APARTMENT,Apartment,Entire home/apt,Real Bed,3.0,4.0,22,1.0,75.0,45.0,6099660,Barcelona Bedroom,Dreta de l'Eixample,Spain,91.0
2334,Douro view Apartment,Apartment,Entire home/apt,Real Bed,2.0,2.0,6,1.0,64.0,30.0,121245519,Damas,Üsküdar,Portugal,87.0
2335,Cozy Room and Friendly Host,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,95.0,47.0,11184220,Omer,Monterey,Turkey,93.09924038225925
2336,Superhero Loft - The Johnny Depp Master Suite,Loft,Private room,Real Bed,1.0,3.0,0,1.0,199.0,94.07480119284294,132653259,Aspaces,Old Port,Canada,93.09924038225925
2337,Bondi Beach Large Studio with Ocean Views,Apartment,Entire home/apt,Real Bed,0.0,1.0,43,1.0,189.0,140.0,102296147,Anita,Bondi Beach,Australia,99.0
2338,Spacious bright single bedroom,Apartment,Private room,Real Bed,1.0,1.0,1,1.5,15.0,0.0,24107794,Yuri,El Camp de l'Arpa del Clot,Spain,100.0
2339,"Cozy home at Futian,1min2Metro,near customs to HK",Apartment,Entire home/apt,Real Bed,0.0,1.0,86,1.0,385.0,0.0,157344139,Wei,Méier,China,96.0
2340,Apartamento Design VIP Praia da Barra - 3 quartos,Condominium,Entire home/apt,Real Bed,3.0,4.0,4,3.0,690.0,250.0,15900036,Assunção De Fatima,Barra da Tijuca,Brazil,100.0
2341,Great Location! One Bedroom Apt. in LES,Apartment,Entire home/apt,Real Bed,1.0,1.0,12,1.0,105.0,94.07480119284294,40866184,Semhar,Lower East Side,United States,100.0
2342,Modern Studio in Midtown East,Apartment,Entire home/apt,Real Bed,0.0,2.0,0,1.0,140.0,94.07480119284294,5149997,Christine,Midtown East,United States,93.09924038225925
2343,Basement Loft in Plateau Mont-Royal,Loft,Entire home/apt,Real Bed,0.0,2.0,17,1.0,50.0,40.0,78119154,Sandra,Le Plateau,Canada,96.0
2344,"Tree Fern Garden Appt, Private, Peaceful, Roomy",Apartment,Entire home/apt,Real Bed,2.0,2.0,54,1.0,101.0,60.0,117575361,Lucy,Dollard-des-Ormeaux,Australia,100.0
2345,Convenient & Comfortable,Apartment,Entire home/apt,Real Bed,1.0,1.0,2,1.0,903.0,70.0,37757409,Ryan,Turó de la Peira - Can Peguera,Hong Kong,100.0
2346,4twoLoft at Great Location,Loft,Entire home/apt,Real Bed,1.0,2.0,69,1.0,29.0,15.0,146751659,Greatmag,The Castro,Portugal,98.0
2347,Plaza two bedroom apartment,Apartment,Entire home/apt,Real Bed,2.0,3.0,37,1.0,80.0,0.0,26521943,María,Vila de Gràcia,Spain,95.0
2348,Newly Reno’d Chic Quiet Exec 1BR,Condominium,Entire home/apt,Real Bed,1.0,1.0,132,1.0,146.0,110.0,1144415,Lisa,Alphabet City,United States,92.0
2349,"CENTRAL PARK, NYC APT",Apartment,Private room,Real Bed,1.0,1.0,112,1.0,149.0,29.0,8112314,Mena,Upper West Side,United States,90.0
2350,26E Tanford 2 bedroom with 1 bathroom apartment,Condominium,Entire home/apt,Real Bed,2.0,2.0,1,1.0,848.0,0.0,76545056,Rita,el Fort Pienc,Hong Kong,80.0
2351,Large 4 Bed house near Blue Mountains and Sydney,House,Entire home/apt,Real Bed,4.0,5.0,0,1.5,95.0,94.07480119284294,70902676,Peter,Makawao,Australia,93.09924038225925
2352,MACON MEMORIES..** WINTER SPECIAL***,Townhouse,Entire home/apt,Real Bed,1.0,2.0,32,1.0,150.0,60.0,95485067,Adelle,Bedford-Stuyvesant,United States,100.0
2353,Coastal renovated family home in Vaucluse,House,Entire home/apt,Real Bed,3.0,3.0,0,3.5,800.0,250.0,161513328,Rebecca,North Kohala,Australia,93.09924038225925
2354,Bungan Beach House,Villa,Entire home/apt,Real Bed,4.0,4.0,0,4.0,2356.0,94.07480119284294,161618816,Beyond,El Poblenou,Australia,93.09924038225925
2355,Exquisitely Elegant Sydney Apartment,Serviced apartment,Entire home/apt,Real Bed,1.0,1.0,46,1.0,210.0,126.0,161210344,Anne,Central Business District,Australia,98.0
2356,LEAFY FLAT - QUIET & CENTRAL (TAI PING SHAN ST),Apartment,Entire home/apt,Real Bed,1.0,1.0,14,1.0,597.0,250.0,28485290,Bridget,Sheung Wan,Hong Kong,94.0
2357,"Chambre à louer dans le plateau, près de tout.",Apartment,Private room,Real Bed,1.0,1.0,1,1.0,35.0,94.07480119284294,161652463,Oriana,Elizabeth Bay/Rushcutters Bay,Canada,93.09924038225925
2358,RIO BY THE BEACH CONDO BARRA DA TIJUCA,Apartment,Entire home/apt,Real Bed,3.0,6.0,24,2.5,671.0,149.0,239326,Claudia,Barra da Tijuca,Brazil,100.0
2359,Mong Kok旺角西洋菜南街舒適2人房5102,Boutique hotel,Private room,Real Bed,0.0,1.0,59,1.0,400.0,94.07480119284294,161669067,Yuen King,Mong Kok,Hong Kong,91.0
2360,Sanat Hotel Pera  Boutique Hotel,Boutique hotel,Private room,Real Bed,2.0,3.0,1,2.0,501.0,94.07480119284294,161689532,Semih,Karaköy,Turkey,93.09924038225925
2361,Harlem Oasis,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,95.0,80.0,18730893,Seth,La Maternitat i Sant Ramon,United States,93.09924038225925
2362,Spacious Studio with Private Roof,Apartment,Entire home/apt,Real Bed,0.0,1.0,57,1.0,109.0,55.0,73358102,Alex,Chelsea,United States,85.0
2363,Mong Kok 西洋菜南街舒適3人房 5106,Pension (South Korea),Entire home/apt,Real Bed,0.0,1.0,32,1.0,502.0,94.07480119284294,161669067,Yuen King,Mong Kok,Hong Kong,89.0
2364,Cozy trendy appartement,Apartment,Private room,Real Bed,1.0,2.0,0,1.0,82.0,15.0,43937224,Laurie,Kihei/Wailea,Canada,93.09924038225925
2365,Delightful Downtown with View★Parking★Jacuzzi★Pool,Apartment,Entire home/apt,Real Bed,1.0,3.0,81,1.0,179.0,125.0,1772562,Angela,Downtown,United States,98.0
2366,Darling Point,Apartment,Entire home/apt,Real Bed,2.0,2.0,3,1.0,200.0,70.0,34390331,Leah,Lagoa,Australia,100.0
2367,Perfect Location! QUIET ROOM just off LA RAMBLA,Apartment,Private room,Real Bed,1.0,1.0,19,1.5,29.0,6.0,50262451,Carolina,El Raval,Spain,98.0
2368,Comfy & quiet 1 BR - East Williamsburg,Apartment,Entire home/apt,Real Bed,1.0,1.0,9,1.0,90.0,130.0,6484703,Sheila,Williamsburg,United States,91.0
2369,Entire Sunny Brooklyn Apt for Art & Cat-Lovers!,Apartment,Entire home/apt,Real Bed,1.0,1.0,15,1.0,130.0,60.0,1444513,Erin,Crown Heights,United States,97.0
2370,Comfortable Room,House,Private room,Real Bed,1.0,1.0,0,1.0,145.0,94.07480119284294,11306420,Darius,Bushwick,United States,93.09924038225925
2371,"Entertainers Delight, Heart of Crows Nest ALEX2",Apartment,Entire home/apt,Real Bed,2.0,2.0,1,1.0,200.0,330.0,15739069,The Apartment Service,Chatswood,Australia,80.0
2372,APARTAMENTO INTEIRO PARA O RÉVEILLON!,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,2.0,351.0,94.07480119284294,114201190,Thiago,Copacabana,Brazil,93.09924038225925
2373,Incredibly cozy room close to Manhatan,Apartment,Private room,Real Bed,1.0,1.0,61,1.0,42.0,15.0,133785513,Alena,Bedford-Stuyvesant,United States,93.0
2374,5 ★★★★★ Gorgeous suite only 1 block from subway!,House,Entire home/apt,Real Bed,2.0,4.0,76,1.0,200.0,89.0,129222253,Andy,Williamsbridge,United States,96.0
2375,"Cozy flat in Bondi beach, 3 min walking to beach",Apartment,Private room,Real Bed,1.0,1.0,0,1.0,300.0,94.07480119284294,88791745,Felipe,McGill Ghetto,Australia,93.09924038225925
2376,CWB Room available near Time Square (C1d),Apartment,Private room,Real Bed,1.0,1.0,0,1.0,243.0,94.07480119284294,67709885,Morgan,Mong Kok,Hong Kong,93.09924038225925
2377,Private bedroom in family home,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,70.0,94.07480119284294,8214768,Maria Florencia,Mosman,Australia,93.09924038225925
2378,Lovely Apartment in the heart of Barcelona.,Apartment,Entire home/apt,Real Bed,1.0,3.0,35,1.0,98.0,32.0,9477063,Xavier,Sant Antoni,Spain,95.0
2379,Póvoa City Center Apartment,Apartment,Entire home/apt,Real Bed,2.0,2.0,12,1.0,35.0,15.0,85911143,Maria,Camperdown,Portugal,97.0
2380,Spacious Apartment in Historic Harlem!,Apartment,Private room,Real Bed,1.0,1.0,4,1.5,67.0,50.0,12517694,Rahel,Harlem,United States,100.0
2381,Charming apartment – Close to Subway & Mall,Apartment,Entire home/apt,Real Bed,2.0,3.0,61,1.0,70.0,0.0,162153364,Julia,Mercier-Hochelaga-Maisonneuve,Canada,90.0
2382,Bright Beach side 1 Bedroom Apartment,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,129.0,50.0,66903121,Sandhya,LB of Hammersmith & Fulham,Australia,93.09924038225925
2383,Tranquil beach home with pool & ocean glimpses,House,Entire home/apt,Real Bed,4.0,6.0,2,1.5,600.0,100.0,97548118,Duncan,Manly,Australia,100.0
2384,Century XIX Designer Flat with balcony,Apartment,Entire home/apt,Real Bed,1.0,2.0,35,1.0,59.0,25.0,65325189,Henrique&Isabel,Tempe/Sydenham,Portugal,98.0
2385,Remodeled penthouse in Gracia *Bcn*,Apartment,Entire home/apt,Real Bed,2.0,3.0,30,1.0,140.0,55.0,10547296,María & Oscar,Dreta de l'Eixample,Spain,89.0
2386,`LM 三個睡房的整间公寓,Condominium,Entire home/apt,Real Bed,3.0,3.0,4,1.0,10001.0,400.0,67210153,Karman,Torre Baró,Hong Kong,90.0
2387,Fully furnished apartment - Man Mo Temple,Apartment,Entire home/apt,Real Bed,1.0,2.0,12,1.0,801.0,94.07480119284294,8091954,Antonio,Humaitá,Hong Kong,98.0
2388,1921 - AB Paral·lel Apartment A - Contemporary Penthouse with a Private Terrace,Apartment,Entire home/apt,Real Bed,3.0,6.0,34,2.0,470.0,100.0,4459553,Eva&Jacques,La Nova Esquerra de l'Eixample,Spain,86.0
2389,Bright & spacious 1BR apartment with ocean views!,Apartment,Entire home/apt,Real Bed,1.0,2.0,2,1.0,119.0,60.0,14999978,Aleksandra,Bondi,Australia,100.0
2390,"""Hôtel"" room Frontenac metro, private & furnished",Apartment,Private room,Real Bed,1.0,1.0,29,1.0,40.0,94.07480119284294,34137068,Charlene,Lahaina,Canada,95.0
2391,Affordable traveler's studio in the heart of HK,Apartment,Entire home/apt,Real Bed,1.0,1.0,7,1.0,393.0,150.0,1267685,Lysa,Causeway Bay,Hong Kong,89.0
2392,Waterfront Apartment Maroubra Beach,Apartment,Entire home/apt,Real Bed,2.0,2.0,1,1.0,109.0,94.07480119284294,68592313,Willyan,Maroubra,Australia,100.0
2393,Liiiving in Porto | Downtown Charm Apartment,Apartment,Entire home/apt,Real Bed,1.0,1.0,7,1.0,60.0,20.0,30907275,Liiiving,Sans Souci,Portugal,94.0
2394,Quarto de casal próximo ao aeroporto Galeão,House,Private room,Real Bed,1.0,1.0,17,1.0,97.0,94.07480119284294,162458584,Heidy,Waialae/Kahala,Brazil,100.0
2395,Luxury 3 Bedroom Apartment in Prime location,Apartment,Entire home/apt,Real Bed,3.0,3.0,0,3.0,500.0,94.07480119284294,103891135,Gina,Surry Hills,Australia,93.09924038225925
2396,Private room in stylish loft in Surry Hills,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,75.0,0.0,4321849,Idoia,Coney Island,Australia,93.09924038225925
2397,Manly Haven- Best Location with carpark,Apartment,Entire home/apt,Real Bed,2.0,3.0,3,2.0,220.0,120.0,162624858,Mark,Manly,Australia,80.0
2398,Cozy house in the heart of Surry Hills,Townhouse,Private room,Real Bed,1.0,1.0,0,1.0,80.0,94.07480119284294,162612537,Fatima And Jerome,Upper West Side,Australia,93.09924038225925
2399,Chambre privée - Plateau Mont-Royal,Apartment,Private room,Real Bed,1.0,1.0,2,1.0,23.0,10.0,12960587,Zoé,Le Plateau,Canada,80.0
2400,Omar do Rio - A1206,Apartment,Entire home/apt,Real Bed,0.0,2.0,12,1.0,201.0,60.0,162706782,Priscilla,Copacabana,Brazil,92.0
2401,Small sunroom. Sydney Harbour at your doorstep,Apartment,Private room,Real Bed,1.0,1.0,42,1.0,53.0,20.0,1695791,Shaun,Bellevue Hill,Australia,93.0
2402,Luxurious One Bedroom Apartment in Kings Cross,Apartment,Entire home/apt,Real Bed,1.0,1.0,2,1.0,200.0,94.07480119284294,162737263,Amy,Potts Point,Australia,100.0
2403,合家歡樂同住喜｡,Other,Shared room,Real Bed,1.0,3.0,5,2.0,251.0,39.0,162804068,燕芳,Mong Kok,Hong Kong,92.0
2404,Water-view 5-star living,Condominium,Private room,Real Bed,1.0,1.0,0,1.0,70.0,40.0,143202414,Cathy,El Putget i Farró,Australia,93.09924038225925
2405,Large Private Studio w/Full Kitchen,Bed and breakfast,Private room,Real Bed,1.0,1.0,42,1.0,135.0,50.0,11369496,Brandyn,Kailua,United States,89.0
2406,"Historic Rio, Samba City and Olympic Rio",Apartment,Private room,Real Bed,0.0,1.0,1,1.0,298.0,94.07480119284294,145547216,Marcos,Abbotsford,Brazil,93.09924038225925
2407,Midlevels apt with an amazing view,Apartment,Entire home/apt,Real Bed,1.0,1.0,55,1.0,903.0,290.0,5009801,Dan,Soho,Hong Kong,95.0
2408,Little Manly retreat,Apartment,Entire home/apt,Real Bed,2.0,3.0,1,1.0,151.0,70.0,112468070,Tom,Manly,Australia,80.0
2409,Studio32 - Brand New & Self Contained,Guest suite,Entire home/apt,Real Bed,0.0,1.0,157,1.0,109.0,0.0,96643264,Tracey,Downtown Brooklyn,Australia,99.0
2410,Artist Studio,Apartment,Entire home/apt,Real Bed,0.0,1.0,47,1.0,97.0,68.0,149914934,Griffin,Central City,Australia,97.0
2411,One Bed available in Bondi for Chrismas!!!,Apartment,Shared room,Real Bed,1.0,1.0,0,2.0,70.0,94.07480119284294,76526417,Quentin,North Bondi,Australia,93.09924038225925
2412,Single room with private balcony close to CBD,House,Private room,Real Bed,1.0,1.0,1,1.0,50.0,94.07480119284294,77155107,Serena,Shek Tong Tsui,Australia,80.0
2413,Scandinavian Styled 1BR Flat with Natural Light.,Guest suite,Entire home/apt,Real Bed,0.0,2.0,70,1.0,70.0,35.0,100464984,Sam,High Park North,Australia,89.0
2414,Double Bay Apartment with Stunning Harbour Views,Apartment,Entire home/apt,Real Bed,3.0,4.0,2,2.5,156.0,150.0,11028024,Sarah,Bedford-Stuyvesant,Australia,60.0
2415,Lovely room in a charming Surry Hills terrasse,House,Private room,Real Bed,1.0,1.0,0,1.0,63.0,94.07480119284294,17130449,Ombeline,Catete,Australia,93.09924038225925
2416,Waterside appartments in Rhodes,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,142.0,94.07480119284294,155358719,Anna,Rhodes,Australia,93.09924038225925
2417,Take a Coastal Walk from a Stylish Flat,Apartment,Entire home/apt,Real Bed,2.0,3.0,24,2.0,419.0,300.0,7409213,L'Abode Accommodation Specialist,North Bondi,Australia,95.0
2418,Bonito y cómodo loft en el centro,Apartment,Entire home/apt,Real Bed,1.0,2.0,1,1.0,100.0,30.0,11387473,Alberto,Nanakuli/Maili,Spain,93.09924038225925
2419,Apart-Hotel Triplex Praia Flamengo,Condominium,Entire home/apt,Real Bed,2.0,2.0,111,1.5,228.0,75.0,1159474,Elias,Flamengo,Brazil,94.0
2420,⭐❤2BR BIG HOME-MAX 7GUESTS-MONG KOK MTR 旺角地鐵兩房一廳❤⭐,Apartment,Entire home/apt,Real Bed,2.0,5.0,63,1.0,903.0,350.0,128901758,Wilson,Mong Kok,Hong Kong,97.0
2421,Private centrally located self contained apartment,Apartment,Entire home/apt,Real Bed,1.0,2.0,26,1.0,151.0,120.0,163200191,Agata,Kingsford,Australia,96.0
2422,Experience the Sydneysider lifestyle!,House,Private room,Real Bed,1.0,2.0,4,1.0,63.0,20.0,105683552,Imran,North Sydney,Australia,85.0
2423,Large loft in Old Montreal,Loft,Entire home/apt,Real Bed,1.0,3.0,56,1.0,165.0,30.0,10585712,Frederick,Old Port,Canada,95.0
2424,Suitable place for ERASMUS students (Mecidiyeköy),Apartment,Private room,Real Bed,1.0,1.0,0,1.0,53.0,94.07480119284294,163308111,Beliz,Şişli,Turkey,93.09924038225925
2425,Modern and Comfortable one bedroom apartment zmv,Apartment,Entire home/apt,Real Bed,1.0,2.0,116,1.0,119.0,60.0,85304084,Wendy,Rosebery,Australia,94.0
2426,Private Room with perfect location in Bostanci,Apartment,Private room,Real Bed,1.0,2.0,4,1.0,63.0,0.0,6814492,Engin,Horta,Turkey,75.0
2427,Luxury Sydney Escape,Apartment,Entire home/apt,Real Bed,0.0,1.0,1,1.0,100.0,50.0,92384660,Laura,Chippendale,Australia,80.0
2428,Light-filled room in Newtown beautiful terrace,House,Private room,Real Bed,1.0,2.0,2,2.0,33.0,94.07480119284294,163371762,Freya,Tempe/Sydenham,Australia,80.0
2429,Palm Beach Penthouse by Contemporary Hotels,Apartment,Entire home/apt,Real Bed,2.0,2.0,1,2.0,850.0,300.0,3046924,Contemporary Hotels,Darlinghurst,Australia,100.0
2430,The Geraniums,Guest suite,Private room,Real Bed,1.0,1.0,17,1.0,65.0,30.0,123336221,Sam,Cote-des-Neiges,Australia,99.0
2431,fun place,Hostel,Shared room,Real Bed,1.0,1.0,0,1.0,31.0,94.07480119284294,93945892,Edgar Andres,Le Plateau,Canada,93.09924038225925
2432,Sydney City Pad,Apartment,Entire home/apt,Real Bed,1.0,2.0,54,1.0,178.0,90.0,62720100,Eleni,Darlinghurst,Australia,96.0
2433,"Oceanfront View, Immaculate 2-BR/BA",Condominium,Entire home/apt,Real Bed,2.0,2.0,69,2.0,320.0,170.0,11417260,Howard,Maui,United States,99.0
2434,Luxury Waterloo Apartment - Resort Style Living,Apartment,Entire home/apt,Real Bed,2.0,2.0,1,2.0,125.0,200.0,19154158,Aimee,Gávea,Australia,100.0
2435,PRETTY ROOM IN BARCELONA-A/C-NEAR PLAZA ESPAÑA,Apartment,Private room,Real Bed,1.0,1.0,53,1.0,35.0,6.0,114113037,Daniel,Sant Antoni,Spain,95.0
2436,Rattan,Apartment,Private room,Real Bed,1.0,1.0,2,0.5,196.0,94.07480119284294,4414904,Steve,Sham Shui Po,Hong Kong,90.0
2437,Ribeira Trendy Apartment,Apartment,Entire home/apt,Real Bed,1.0,1.0,8,1.0,120.0,25.0,130805492,Marta,Gowanus,Portugal,98.0
2438,Quite Family Retreat,Condominium,Entire home/apt,Real Bed,3.0,3.0,28,1.5,90.0,100.0,17405643,Lana,Dollard-des-Ormeaux,Canada,94.0
2439,Classic Inner City Hideaway,Apartment,Entire home/apt,Real Bed,2.0,2.0,36,1.0,161.0,94.07480119284294,86817437,Lachlan,Elizabeth Bay/Rushcutters Bay,Australia,89.0
2440,Doble room in the heart of BCN - Born,Apartment,Private room,Real Bed,0.0,1.0,6,1.0,31.0,0.0,163670236,Bikey,Sant Pere/Santa Caterina,Spain,87.0
2441,COPACABANA DREAM,Apartment,Entire home/apt,Real Bed,0.0,1.0,15,1.0,101.0,50.0,4255118,Ricardo,Copacabana,Brazil,96.0
2442,Sea View Ancient Chinese Style Two Rooms Suite,Apartment,Entire home/apt,Real Bed,2.0,2.0,1,2.0,597.0,0.0,144228546,The Cove Hostel,Makakilo/Kapolei/Honokai Hale,Hong Kong,100.0
2443,Lovely Apartment,Apartment,Entire home/apt,Real Bed,1.0,1.0,19,1.0,150.0,100.0,1164642,Rosalynn,Prospect Heights,United States,96.0
2444,Pause_Oporto,House,Entire home/apt,Real Bed,3.0,3.0,31,1.5,80.0,20.0,163147652,Luzia,Provençals del Poblenou,Portugal,99.0
2445,QUick NYE spotover,House,Private room,Real Bed,0.0,1.0,0,1.5,48.0,60.0,164055415,Donny Shih-Ying,East Flatbush,Australia,93.09924038225925
2446,"Work n Rest Free wifi Quiet, Family Fun Shops Cafe",House,Entire home/apt,Real Bed,3.0,11.0,40,1.5,119.0,100.0,47521103,Leena,Crown Heights,Australia,92.0
2447,Apartamento no Recreio dos Bandeirantes,Apartment,Entire home/apt,Real Bed,1.0,1.0,19,2.0,108.0,50.0,41659968,Anna Gabrielle,Recreio dos Bandeirantes,Brazil,100.0
2448,The Blue Room,House,Private room,Real Bed,1.0,1.0,8,1.0,48.0,75.0,1927133,Eddie & Harumi,Kuliouou/Kalani Iki,United States,98.0
