,name,property_type,room_type,bed_type,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,host_id,host_name,host_neighbourhood,country,review_scores_rating
2157,Design studio in Copacabana,Apartment,Entire home/apt,Real Bed,1.0,1.0,95,1.0,149.0,150.0,2350927,Adriano,Praça da Bandeira,Brazil,92.0
2158,12 people or we can negotiate.,House,Entire home/apt,Real Bed,5.0,6.0,0,6.0,1865.0,338.0,91845,Fernando,Barra da Tijuca,Brazil,93.09924038225925
2159,1 bedroom VIP apartment near Bell Center - 501,Apartment,Entire home/apt,Real Bed,1.0,0.0,21,1.0,68.0,73.0,387422,Simplissimmo,Downtown Montreal,Canada,98.0
2160,The Porto Concierge - Tullins Palmeira Apartment,Apartment,Entire home/apt,Real Bed,1.0,1.0,16,1.0,50.0,15.0,153140951,Roberto,Strathfield,Portugal,81.0
2161,Copacabana Flat Palace,Apartment,Entire home/apt,Real Bed,1.0,2.0,5,1.0,97.0,130.0,153142214,Rose,Central,Brazil,96.0
2162,Convenient in Heart of the City **FREE PARKING**,Apartment,Entire home/apt,Real Bed,1.0,3.0,71,1.0,85.0,40.0,91027570,Carl,McGill Ghetto,Canada,89.0
2163,"Large Studio Apartment, 15-20mins from downtown",Apartment,Entire home/apt,Real Bed,0.0,1.0,3,1.0,125.0,80.0,79753770,Katrina,Washington Heights,United States,100.0
2164,Cosy Single Room in the Centre,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,29.0,10.0,5186175,Kate,El Raval,Spain,93.09924038225925
2165,Casa com quatro quartos em área verde.,House,Entire home/apt,Real Bed,4.0,6.0,0,3.5,298.0,0.0,153438812,Ana Paula,Clovelly,Brazil,93.09924038225925
2166,"""GREAT LOCATION COPACABANA BEACH = 60m2 =4 people""",Apartment,Entire home/apt,Real Bed,2.0,4.0,3,1.0,776.0,231.0,10214400,Lea,Copacabana,Brazil,100.0
2167,Great room in Great Spot in Great student flat,Apartment,Private room,Real Bed,1.0,1.0,1,1.0,20.0,0.0,73906540,Julien,Le Plateau,Canada,60.0
2168,Apartamento sala e quarto na Barra da Tijuca,Apartment,Entire home/apt,Real Bed,1.0,1.0,2,1.0,145.0,94.07480119284294,153497190,Cintia,Barra da Tijuca,Brazil,100.0
2169,UNIQUE GARDEN FLAT – DEE WHY BEACH,Guest suite,Entire home/apt,Real Bed,2.0,2.0,7,1.0,118.0,85.0,153050736,Joseph,Hana,Australia,97.0
2170,Charming 2 bedroom Appartement 1st floor -Parking!,Apartment,Entire home/apt,Real Bed,2.0,2.0,4,1.0,60.0,60.0,18324337,Marilou And Mateo,Ville-Marie,Canada,95.0
2171,Charming Little Italy appt with private patio.,Apartment,Entire home/apt,Real Bed,1.0,2.0,2,1.0,75.0,94.07480119284294,9120791,Ollie,Mile End,Canada,100.0
2172,BO - Júlio Dinis *Apt T1 Superior e Vista Cidade,Condominium,Entire home/apt,Real Bed,1.0,2.0,0,1.0,55.0,25.0,153745488,José,Ala Moana/Kakaako,Portugal,93.09924038225925
2173,Winter Escape in Morningside Heights,Apartment,Private room,Real Bed,1.0,1.0,88,1.0,59.0,20.0,153793156,Erika,Morningside Heights,United States,97.0
2174,Absolute harborfront 2-bed luxury heaven MAR SALE!,Condominium,Entire home/apt,Real Bed,2.0,3.0,9,1.0,296.0,80.0,1700692,Ben,Bellevue Hill,Australia,100.0
2175,Fully equipped flat with 2 luminous rooms,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,652.0,150.0,62759457,Agathe,Wan Chai,Hong Kong,93.09924038225925
2176,GREAT 2BDR PENTHOUSE 100m TO COPACABANA BEACH,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,2.0,541.0,261.0,105226518,Rio World Luxury,Ipanema,Brazil,93.09924038225925
2177,Tsim Sha Tsui  1 person,Apartment,Shared room,Couch,1.0,1.0,17,1.0,212.0,94.07480119284294,10867451,Gui,Tsim Sha Tsui,Hong Kong,92.0
2178,Liiiving in Porto | Aliados Cosy Apartment,Apartment,Entire home/apt,Real Bed,1.0,1.0,4,1.0,70.0,20.0,30907275,Liiiving,Truxton Circle,Portugal,90.0
2179,"Kihei Akahi C-607 - 1 Bedroom, Top Floor, Ocean Views, 2 pools, Tennis - Condo",Condominium,Entire home/apt,Real Bed,1.0,1.0,37,1.0,119.0,285.0,150138806,VacayHome Connect,Alphabet City,United States,92.0
2180,Habitación acogedora en zona muy tranquila,Apartment,Private room,Real Bed,1.0,1.0,7,1.0,40.0,94.07480119284294,8429163,Priscila & Juliano,La Teixonera,Spain,97.0
2181,Feel at home.. in a cosy and warm,Apartment,Private room,Real Bed,1.0,1.0,10,1.0,74.0,0.0,126480,Naz&Gulcin,Williamsbridge,Turkey,89.0
2182,｡Townhouse,Townhouse,Private room,Real Bed,1.0,1.0,0,2.5,75.0,94.07480119284294,154552564,宇,Redfern,Australia,93.09924038225925
2183,Amazing place in Barcelona centre,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,59.0,94.07480119284294,142676103,Jorge,St Peters,Spain,93.09924038225925
2184,Vivenda Isabel Africa room,House,Private room,Real Bed,1.0,2.0,0,1.0,60.0,94.07480119284294,55039909,Isabel,Hochelaga-Maisonneuve,Portugal,93.09924038225925
2185,Azur Lodge and Beach House,House,Entire home/apt,Real Bed,2.0,3.0,7,2.0,90.0,25.0,154667058,Isabel,Coogee,Portugal,100.0
2186,NEW!_Warm Apt._1min Subway_8ppl_3room2bath,Apartment,Entire home/apt,Real Bed,3.0,5.0,70,2.0,1295.0,450.0,31255164,Wilson&Shan,Causeway Bay,Hong Kong,97.0
2187,Modestly Waverly,Apartment,Private room,Real Bed,0.0,1.0,1,1.0,20.0,94.07480119284294,154729821,Daniel,Mile End,Canada,100.0
2188,"JK1,2人大床房+独立卫生间+地铁口楼上+朗豪坊+旺角闹市中心+女人街+购物街+美食中心",Apartment,Private room,Real Bed,1.0,1.0,12,1.0,345.0,0.0,122131447,Debe,Ho Man Tin,Hong Kong,85.0
2189,Perfect location to reach allaround,Serviced apartment,Private room,Real Bed,1.0,2.0,7,1.0,63.0,50.0,61287093,Selim Deniz,Zetland,Turkey,74.0
2190,Vibrant Flat with Rooftop Terrace and City Views,Apartment,Entire home/apt,Real Bed,1.0,1.0,6,1.0,90.0,60.0,26781307,Ariel,Vila de Gràcia,Spain,100.0
2191,Kihei Condo Steps to Beach w/ Pool & New AC!,Condominium,Entire home/apt,Real Bed,2.0,2.0,1,2.0,405.0,227.0,121679638,Evolve,Monterey,United States,100.0
2192,Lantau Beach Flat & Rooftop,Apartment,Entire home/apt,Real Bed,1.0,1.0,24,1.0,1178.0,236.0,155098920,Marc,Camperdown,Hong Kong,98.0
2193,Riverview at Lovely Harlem/UWS Home,Apartment,Private room,Real Bed,1.0,2.0,131,2.0,93.0,35.0,10929872,Carlyn,Hamilton Heights,United States,97.0
2194,Stylish executive studio in inner Sydney,Apartment,Entire home/apt,Real Bed,1.0,2.0,24,1.0,171.0,155.0,36410227,Sabrina,Newtown/Enmore,Australia,93.0
2195,Sunny Apartment in Surry Hills- great location!,Apartment,Private room,Real Bed,1.0,1.0,2,1.0,60.0,0.0,139376292,Belinda,Surry Hills,Australia,90.0
2196,"Aina Nalu Pumehana, in Old Lahaina",Apartment,Private room,Couch,1.0,1.0,39,1.0,204.0,150.0,10936436,James,Lahaina,United States,98.0
2197,Awesome Oasis! 3 stops Away from Manhattan!!!,Townhouse,Private room,Real Bed,1.0,1.0,1,1.0,50.0,60.0,134428157,Johny,Bedford-Stuyvesant,United States,100.0
2198,1 BEDROOM APARTMENT @ SAI YING PUN & SAI WAN AREA,Apartment,Entire home/apt,Real Bed,1.0,2.0,0,1.0,864.0,393.0,4509858,Akiei,La Maternitat i Sant Ramon,Hong Kong,93.09924038225925
2199,Columbus Circle Studio,Apartment,Entire home/apt,Real Bed,0.0,1.0,1,1.0,230.0,94.07480119284294,154346156,Emilio,Hell's Kitchen,United States,100.0
2200,"700sqmSpacious cozy artist home, 5min fr. central!",Apartment,Entire home/apt,Real Bed,0.0,1.0,70,1.0,1099.0,0.0,49125021,Selina,Sheung Wan,Hong Kong,99.0
2201,Close to park and sea: Light and airy family apt,Apartment,Entire home/apt,Real Bed,2.0,3.0,3,1.0,181.0,140.0,47093854,Rhonda,North Bondi,Australia,100.0
2202,#5 ECONOMIC 5 PAX FLAT,Apartment,Entire home/apt,Real Bed,2.0,2.0,5,2.0,127.0,298.0,10790256,Farouq,Sultanahmet,Turkey,96.0
2203,"FANTASTIC APARTMENTS, LUX RESIDENCE",Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,348.0,94.07480119284294,150413080,Rasha,Castellana,Turkey,100.0
2204,Wonderful Color blends Studio Square Victoria!,Serviced apartment,Entire home/apt,Real Bed,0.0,1.0,0,1.0,81.0,75.0,38459934,Alejandro,Downtown Montreal,Canada,93.09924038225925
2205,PROS - Family Heaven in the Heart of Manly,House,Entire home/apt,Real Bed,4.0,4.0,0,3.0,499.0,418.0,99141846,PPLuxury,Mosman,Australia,93.09924038225925
2206,"Chaleureux, au cœur du plateau",Townhouse,Private room,Real Bed,1.0,1.0,8,1.0,75.0,60.0,70233304,Ivonne,El Camp de l'Arpa del Clot,Canada,83.0
2207,Viriato III by PCALE,Apartment,Entire home/apt,Real Bed,1.0,2.0,0,1.0,90.0,0.0,156319757,Viriato,Beyoglu,Portugal,93.09924038225925
2208,Newly renovated house,Apartment,Entire home/apt,Real Bed,1.0,0.0,96,1.0,125.0,100.0,10981050,Rhonda,Bedford-Stuyvesant,United States,94.0
2209,"Gorgeous Garden Retreat in trendy, quaint Kaimuki",House,Entire home/apt,Real Bed,4.0,5.0,13,2.0,290.0,400.0,34916891,Greg,Kaimuki,United States,100.0
2210,Art Gallery Apartment 2B,Apartment,Entire home/apt,Real Bed,2.0,3.0,11,1.0,90.0,50.0,21873399,Sol,Dreta de l'Eixample,Spain,94.0
2211,Cedofeita,Apartment,Entire home/apt,Real Bed,1.0,3.0,0,1.0,48.0,0.0,17789572,Oporto Trendy Apartments,Waikiki,Portugal,93.09924038225925
2212,1405 - LUXURY BEACH TERRACE APARTME,Apartment,Entire home/apt,Real Bed,4.0,8.0,0,2.0,750.0,250.0,5729069,Rosa,La Vila Olímpica,Spain,93.09924038225925
2213,Ultra Comfy Flat & Perfect Location,Apartment,Entire home/apt,Real Bed,1.0,1.0,11,1.0,195.0,132.0,2769925,Pelin,Cihangir,Turkey,96.0
2214,Appartement coeur de porto,Apartment,Entire home/apt,Real Bed,1.0,2.0,5,1.0,60.0,0.0,30033862,Jeje,Rosemont-La Petite-Patrie,Portugal,80.0
2215,Mr Collins master bedroom,House,Private room,Real Bed,1.0,1.0,4,1.0,107.0,50.0,23722054,Yasmin,Annandale/Leichhardt,Australia,100.0
2216,Quiet Terrace on the City Fringe,Townhouse,Entire home/apt,Real Bed,2.0,2.0,13,2.0,145.0,150.0,3972585,Jan,Erskineville,Australia,98.0
2217,The best Williamsburg has to offer!,Apartment,Entire home/apt,Real Bed,1.0,2.0,157,1.0,320.0,200.0,4630562,Edward,Williamsburg,United States,96.0
2218,Charming apartment facing Laurier park,Apartment,Entire home/apt,Real Bed,1.0,1.0,2,1.0,60.0,30.0,22242873,Tim,Le Plateau,Canada,100.0
2219,Close to Ortakoy Square and Public Transportation,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,47.0,94.07480119284294,11997799,Onur,Fairlight,Turkey,93.09924038225925
2220,"Sleeps 4, One Block from Waikiki Beach",Condominium,Entire home/apt,Real Bed,0.0,2.0,43,1.0,89.0,100.0,43793840,Mark,Waikiki,United States,88.0
2221,Cozy studio in the heart of HONG KONG Double bed B,Apartment,Entire home/apt,Real Bed,1.0,1.0,17,1.0,424.0,150.0,110212758,Ky,Ultimo,Hong Kong,88.0
2222,Inside Porto Apartments-Mouzinho,Apartment,Entire home/apt,Real Bed,0.0,1.0,0,1.0,65.0,94.07480119284294,50222081,Rita Lemos Almeida,Noho,Portugal,93.09924038225925
2223,Came and be happy in Copacabana!!!,Apartment,Entire home/apt,Real Bed,1.0,4.0,0,1.0,175.0,120.0,9465134,Aline,Copacabana,Brazil,93.09924038225925
2224,Stylish 1 bed flat with balcony in Montjüic,Apartment,Entire home/apt,Real Bed,1.0,1.0,3,1.0,15.0,100.0,111885362,Laura & Alex,El Poble-sec,Spain,93.0
2225,"$29 per night, near city,free wifi, own room,WOW!!",Townhouse,Private room,Real Bed,1.0,1.0,25,2.0,45.0,94.07480119284294,84810518,David,Summer Hill,Australia,82.0
2226,Newly renovated apartment in heart of Wan Chai,Apartment,Entire home/apt,Real Bed,2.0,1.0,3,1.0,777.0,200.0,26443558,Danny,Burwood,Hong Kong,93.0
2227,Comfortable modern room,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,351.0,12.0,11008944,Ana,Hurstville,Brazil,93.09924038225925
2228,2 Bedroom 'In Law' style home,Guest suite,Entire home/apt,Real Bed,2.0,2.0,2,2.0,171.0,0.0,15666226,Phu,Campsie,Australia,90.0
2229,Spacious Room close to the Station and Sydney CBD,Apartment,Private room,Real Bed,1.0,1.0,11,2.0,100.0,10.0,77166809,Ellie,Artarmon,Australia,100.0
2230,Suite 3-Costa Cabral Boutique Guest House@Porto,House,Private room,Real Bed,1.0,2.0,0,1.0,59.0,10.0,78759545,Esmeralda Et Richard,Lapa,Portugal,93.09924038225925
2231,Paradise Waits,Guesthouse,Entire home/apt,Real Bed,1.0,2.0,11,1.0,175.0,80.0,24090606,Suzie,Island of Hawaiʻi,United States,98.0
2232,Bright and spacious Sheung Wan apartment,Apartment,Entire home/apt,Real Bed,1.0,1.0,5,1.0,801.0,200.0,24103007,Owen,Sheung Wan,Hong Kong,100.0
2233,"Luxurious studio with garden views, Hong Kong",Serviced apartment,Private room,Real Bed,1.0,1.0,0,1.0,2292.0,94.07480119284294,156409670,Rajan,Chinatown,Hong Kong,93.09924038225925
2234,East Village Studio,House,Entire home/apt,Real Bed,0.0,2.0,204,1.0,190.0,50.0,11021180,Sheila,East Village,United States,99.0
2235,Hawaii Tiny House (Red),Guesthouse,Entire home/apt,Real Bed,0.0,4.0,72,1.0,130.0,120.0,11026347,Stephanie,Island of Hawaiʻi,United States,89.0
2236,Bondi beach at your doorstep.,Apartment,Entire home/apt,Real Bed,0.0,1.0,1,1.0,139.0,94.07480119284294,2388306,Kinga,El Putget i Farró,Australia,100.0
2237,Double Room In Shared Designer Apartment,Apartment,Private room,Real Bed,1.0,1.0,57,1.0,90.0,94.07480119284294,146767211,Martin,Fairlight,Australia,98.0
2238,"尖沙咀的1房1厅,住3人,有厨房月租14000起",Apartment,Private room,Real Bed,1.0,2.0,2,1.0,699.0,94.07480119284294,6070003,文文,Mong Kok,Hong Kong,100.0
2239,"Near Tai O,Airport,Big Buddha,Disney, beach.Nature",House,Entire home/apt,Real Bed,2.0,3.0,20,1.0,997.0,200.0,110624826,Nam,Chelsea,Hong Kong,92.0
2240,Sand Sun Surf w Parking. City 9km,House,Entire home/apt,Real Bed,4.0,10.0,174,2.0,340.0,180.0,4525873,Marcella,Maroubra,Australia,89.0
2241,The Bohemian Nest | Santo Ildefonso | Bedroom#2,Apartment,Private room,Real Bed,1.0,1.0,34,1.5,24.0,15.0,140101314,Catarina,Anjou,Portugal,93.0
2242,The deck house @ Clareville Beach,House,Entire home/apt,Real Bed,5.0,6.0,8,3.0,849.0,225.0,157336801,Jo,Avalon,Australia,100.0
2243,cosy home over golden Horn waters,Apartment,Private room,Real Bed,2.0,4.0,0,1.0,633.0,264.0,126633421,Raymond,Vallcarca i els Penitents,Turkey,93.09924038225925
2244,Ipanema P10 - R$ 800/3 noites ou R$ 3.750/mês,Apartment,Entire home/apt,Real Bed,0.0,2.0,11,1.0,325.0,175.0,11037852,Marcelo,Ipanema,Brazil,89.0
2245,"Elegant, comfortable and clean private studio舒适的保证",Condominium,Entire home/apt,Real Bed,1.0,2.0,26,1.0,97.0,50.0,104401765,Linda,Padstow,United States,96.0
2246,BONDI BEACH HIDE AWAY ❤️,Apartment,Entire home/apt,Real Bed,1.0,1.0,49,1.0,139.0,139.0,38141476,Kasey,Darlinghurst,Australia,98.0
2247,"Room 4, 3 mins to MTR",Guest suite,Private room,Real Bed,0.0,2.0,17,1.0,479.0,150.0,29831285,Lulu,Mong Kok,Hong Kong,98.0
2248,Vintage plantation house,Cottage,Entire home/apt,Real Bed,2.0,2.0,20,1.0,125.0,100.0,2821713,Antonio,Kaimuki,United States,90.0
2249,城堡山民宿2,Villa,Private room,Real Bed,1.0,1.0,1,1.0,33.0,15.0,55163980,Echo,Flushing,Australia,80.0
2250,"Luxury Living! Sleeps 8, 2 Car Spots, Close to CBD",Apartment,Entire home/apt,Real Bed,3.0,3.0,57,2.0,250.0,195.0,5888387,Casandra And David,Zetland,Australia,90.0
2251,Barcelona Apartment Sarrià Pedralbes,Apartment,Entire home/apt,Real Bed,3.0,5.0,0,1.0,75.0,90.0,157250994,Apartment Barcino,Sant Gervasi - Galvany,Spain,93.09924038225925
2252,Boutique Room in Taksim 5 Free wi_fi,Hotel,Private room,Real Bed,1.0,1.0,7,1.0,158.0,0.0,154955802,Salih,Taksim,Turkey,86.0
2253,THE DOURO WINDOW,Loft,Entire home/apt,Real Bed,1.0,2.0,46,1.0,90.0,94.07480119284294,157666301,Gil,São Cristóvão,Portugal,98.0
2254,APPARTEMENT MODERNE,Guesthouse,Private room,Real Bed,2.0,2.0,31,1.0,40.0,8.0,157679873,Serge,Montréal-Nord,Canada,94.0
2255,Comfortable & Bright Studio in the East Village,Apartment,Entire home/apt,Real Bed,0.0,1.0,6,1.0,180.0,50.0,3281798,Guillermo,East Village,United States,97.0
2256,GoodStay - Mouzinho,Apartment,Entire home/apt,Real Bed,0.0,2.0,39,1.0,85.0,0.0,157745489,Apartamento,Ewa,Portugal,96.0
2257,A Bright Brooklyn Apartment With A Private Balcony,Apartment,Entire home/apt,Real Bed,1.0,1.0,10,1.0,98.0,40.0,4434595,Jamie,Lahaina,United States,98.0
2258,( ͡° ͜ʖ ͡°) Baaasic Spaaace (ฅ´ω`ฅ),Apartment,Shared room,Real Bed,1.0,1.0,1,1.0,79.0,94.07480119284294,34326735,Jocky,City Island,Hong Kong,100.0
2259,Heart of Lahaina ~ Beautiful Aina Nalu C14 -,Condominium,Entire home/apt,Real Bed,2.0,2.0,94,2.0,259.0,125.0,1118742,Carol,Lahaina,United States,93.0
2260,Fashion & Sleek 1BR Relocation & Business!,Serviced apartment,Entire home/apt,Real Bed,1.0,1.0,2,1.0,82.0,75.0,38459934,Alejandro,Downtown Montreal,Canada,60.0
2261,OVERLOOKING BEACH 2 BED WIFI PARKING,House,Entire home/apt,Real Bed,2.0,3.0,1,2.0,343.0,320.0,4298915,Awaba,Central Business District,Australia,100.0
2262,3 bedrooms apartment,House,Entire home/apt,Real Bed,3.0,3.0,6,2.0,597.0,300.0,56570136,The Grand Blossom,Hung Hom,Hong Kong,92.0
2263,Centrally located room in Besiktas,Condominium,Private room,Real Bed,1.0,1.0,3,1.0,58.0,94.07480119284294,157870012,Seyma,La Sagrada Família,Turkey,100.0
2264,BEAUTIFUL*Partial Ocean View by TOP Swimming Beach,Apartment,Entire home/apt,Real Bed,1.0,2.0,34,1.0,308.0,100.0,5786717,Viktoria,Kihei/Wailea,United States,98.0
2265,Modern Kailua Getaway with Private Access to Beach,Guest suite,Entire home/apt,Real Bed,0.0,2.0,62,1.0,270.0,150.0,1964650,John,Kailua,United States,100.0
2266,Greatly located two people bedroom in mosman,Apartment,Private room,Real Bed,1.0,2.0,0,1.0,87.0,30.0,86550334,Henry,Mosman,Australia,93.09924038225925
2267,Casa Amarela - The Garden,Apartment,Entire home/apt,Real Bed,2.0,3.0,34,2.5,60.0,35.0,157929828,Casa,Le Plateau,Portugal,98.0
2268,Curl Curl Getaway | Pool & Spacious 4 BR House,House,Entire home/apt,Real Bed,4.0,6.0,2,3.0,1100.0,250.0,52384252,Tam,Battery Park City,Australia,90.0
2269,House for Friends in Porto Downtown - Bedroom 4,House,Private room,Real Bed,1.0,1.0,7,2.0,25.0,5.0,5510997,António,Sunset Park,Portugal,94.0
2270,Villa Porto - New!,House,Entire home/apt,Real Bed,3.0,5.0,1,2.0,255.0,50.0,17070749,Allure Villas,El Gòtic,Portugal,100.0
2271,Guest House 4U - Povoa : beach and  Family 8 PAX,Apartment,Entire home/apt,Real Bed,3.0,5.0,0,2.0,90.0,49.0,5639436,Isa,Phillip Bay,Portugal,93.09924038225925
2272,Liiiving in Porto | Santa Catarina Luxury Apt. I,Apartment,Entire home/apt,Real Bed,4.0,4.0,13,4.0,220.0,50.0,30907275,Liiiving,Aliamanu/Salt Lake/Foster Village,Portugal,97.0
2273,@@@ Luxury queen room with private bathroom @Jess',House,Private room,Real Bed,1.0,1.0,2,1.0,60.0,20.0,125325788,Jess,Croydon,Australia,100.0
2274,Chambre à proximité du métro Parc,Apartment,Private room,Real Bed,1.0,1.0,1,1.0,20.0,94.07480119284294,13117148,Yeimy,Parc-Extension,Canada,100.0
2275,Apartamento ao Sol JORVAJOR,Apartment,Entire home/apt,Real Bed,2.0,2.0,21,1.5,31.0,0.0,155218669,Lara,Yorkville,Portugal,98.0
2276,Trendy & Vogue 2BR near Palais de Congres!,Serviced apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,140.0,94.07480119284294,38459934,Alejandro,Downtown Montreal,Canada,93.09924038225925
2277,Moderno Apartamento com Vista,Apartment,Entire home/apt,Real Bed,2.0,4.0,0,1.0,145.0,94.07480119284294,93594275,Five Seven Nine,Chatswood,Portugal,93.09924038225925
2278,Fully furnished 2 bedroom apartment waterloo,Apartment,Entire home/apt,Real Bed,2.0,3.0,2,2.0,119.0,94.07480119284294,70989040,Jordan,North Sydney,Australia,100.0
2279,Taksim& 25% discount per week& Cosy Room,Apartment,Private room,Real Bed,1.0,1.0,1,1.0,121.0,94.07480119284294,150560975,Ahmet,Waverly,Turkey,60.0
2280,Books & Company . To relax and be happy .,Apartment,Private room,Pull-out Sofa,1.0,1.0,164,1.0,22.0,5.0,1128359,Eulalia,Waianae Coast,Portugal,92.0
2281,The Green Room Mong Kok,Apartment,Private room,Real Bed,0.0,1.0,41,1.0,589.0,250.0,47709699,Laiza Stephanie T.,Mong Kok,Hong Kong,91.0
2282,Nef04 de bir oda,Serviced apartment,Private room,Real Bed,1.0,1.0,0,1.0,105.0,94.07480119284294,159068371,Hasan Ugur,Beverly Hills,Turkey,93.09924038225925
2283,"標準1-3人房,2张床,有窗,独立卫浴 地鐵站上蓋,交通四通八達",Apartment,Private room,Real Bed,1.0,2.0,53,1.0,369.0,94.07480119284294,158982423,Kannis,Mong Kok,Hong Kong,92.0
2284,"CARNAVAL no Rio, Em Clima de Montanha, na Gávea!!",Apartment,Entire home/apt,Real Bed,2.0,2.0,3,1.5,201.0,100.0,6273282,Constância,Carroll Gardens,Brazil,93.0
2285,高级城景房,Boutique hotel,Private room,Real Bed,0.0,2.0,0,1.0,903.0,94.07480119284294,159278980,Linxia,Tempe/Sydenham,Hong Kong,93.09924038225925
2286,★BABU HOUSE★ Nova Suite Sleeps 4 ★Taksim★,Aparthotel,Private room,Real Bed,1.0,3.0,0,1.0,211.0,0.0,21792167,Madlen,Cihangir,Turkey,93.09924038225925
2287,Vocation House outside the city,House,Private room,Real Bed,4.0,1.0,0,1.0,1201.0,200.0,27820990,Moment Hostel,Jordan,Hong Kong,93.09924038225925
2288,HABITACIÓN DOBLE EN EL CENTRO MUY BIEN COMUNICADA,House,Private room,Real Bed,1.0,1.0,1,2.0,35.0,0.0,88326520,Shattia,Meatpacking District,Spain,93.09924038225925
2289,Villa Romantika Doppel Zimmer Afrika,Farm stay,Private room,Real Bed,1.0,1.0,0,1.0,100.0,0.0,35760004,Tatjana,Haiku/Pauwela,Spain,93.09924038225925
2290,Architecturally designed studio,Guesthouse,Entire home/apt,Real Bed,0.0,1.0,50,1.0,139.0,60.0,159377949,Kristin,Copacabana,Australia,97.0
2291,"Spacious new flat by HEC, UdeM & JGH. WiFi & Park.",Apartment,Entire home/apt,Real Bed,2.0,3.0,17,1.0,68.0,94.07480119284294,159401719,Jesus,Cote-des-Neiges,Canada,95.0
2292,Le Bed & Cocktail: Discover Montreal like a local,Hostel,Shared room,Real Bed,1.0,12.0,18,3.0,39.0,0.0,144956924,Le Bed & Cocktail,Le Plateau,Canada,98.0
2293,The Contemporain 1BR near Concordia!,Serviced apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,75.0,75.0,38459934,Alejandro,Downtown Montreal,Canada,93.09924038225925
2294,Feel at home,Apartment,Private room,Real Bed,1.0,6.0,0,2.0,2611.0,94.07480119284294,9031910,Rafaella,Tijuca,Brazil,93.09924038225925
2295,Prime location: abundant stores & transportation!,Townhouse,Entire home/apt,Real Bed,3.0,3.0,36,1.5,160.0,65.0,131993395,Shirley,Flatlands,United States,99.0
2296,Lovely studio Copacabana next to beach and subway,Apartment,Entire home/apt,Real Bed,0.0,2.0,113,1.0,179.0,130.0,3881252,Rafael,Copacabana,Brazil,96.0
2297,Em pleno coração da cidade do Porto,Apartment,Entire home/apt,Real Bed,1.0,1.0,22,1.0,67.0,0.0,4216902,Low Cost,Avalon,Portugal,91.0
2298,Terraço,Apartment,Entire home/apt,Real Bed,4.0,4.0,0,1.0,40.0,50.0,159338053,Diana,East New York,Portugal,93.09924038225925
2299,North Bondi Queen Bedroom Minutes From Bondi Beach,House,Private room,Real Bed,1.0,1.0,2,1.0,100.0,20.0,10324058,Brittany,North Bondi,Australia,100.0
2300,Well Located Private Stylish Double Room,Apartment,Private room,Real Bed,1.0,2.0,3,1.0,70.0,20.0,17575387,Ivy,Strathfield,Australia,90.0
2301,Tranquillità,Apartment,Entire home/apt,Real Bed,0.0,1.0,2,1.0,597.0,94.07480119284294,126997390,Marcel,Waianae Coast,Hong Kong,70.0
2302,Loft Gio Rodrigues Studio by Porto City Hosts,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,30.0,20.0,101838501,Porto City Hosts,Sant Martí de Provençals,Portugal,100.0
2303,Plateau Apartment - Ideal for Students,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,21.0,94.07480119284294,125251248,Yesica,Le Plateau,Canada,93.09924038225925
2304,Atic with great views,Apartment,Entire home/apt,Real Bed,1.0,2.0,257,1.0,120.0,94.07480119284294,11169435,Ignacio & Sonia.,El Poble-sec,Spain,97.0
2305,5star apt walk to Chatswood close to Sydney City,Apartment,Entire home/apt,Real Bed,2.0,2.0,1,2.0,161.0,110.0,159934321,Amy,Neutral Bay,Australia,93.09924038225925
2306,Good location Four Triple room One Quadruple room,Aparthotel,Private room,Real Bed,5.0,15.0,0,5.0,264.0,94.07480119284294,159935993,Fikret,Villeray-Saint-Michel-Parc-Extension,Turkey,93.09924038225925
2307,Sunny and Spacious Bedroom w/ Private Bathroom,Apartment,Private room,Real Bed,1.0,2.0,36,1.0,65.0,55.0,16855791,Agus,Williamsburg,United States,95.0
2308,Suitable and centric apartment at Milton Park,Apartment,Entire home/apt,Real Bed,1.0,2.0,0,1.0,75.0,20.0,24946650,Marc,Le Plateau,Canada,93.09924038225925
2309,Short time rent,Townhouse,Shared room,Real Bed,1.0,1.0,0,1.0,60.0,94.07480119284294,160090089,Christine,Rhodes,Australia,93.09924038225925
2310,"Unit 5, 65A Fitzroy St, Surry Hills",Apartment,Entire home/apt,Real Bed,0.0,1.0,73,1.0,119.0,60.0,115444556,Don,Surry Hills,Australia,99.0
2311,Mid Century Modern Guesthouse with Pool and Views!,Guest suite,Entire home/apt,Real Bed,0.0,2.0,121,1.0,89.0,25.0,30652000,Kalani & Lisa,Hilo,United States,96.0
